##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	3_2B_control_S3_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	6873509
Sequences flagged as poor quality	0
Sequence length	101
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1112	2	0.03438612396467633
1112	3	-0.06018254184000682
1112	4	0.04605796990468747
1112	5	0.16977192094540072
1112	6	0.11922229166787446
1112	7	0.20632849292898214
1112	8	0.07798488458983854
1112	9	0.05316673135717309
1112	10-11	0.05479014520235381
1112	12-13	0.08730306001066879
1112	14-15	0.0658792893283433
1112	16-17	0.07636034728189145
1112	18-19	0.016844259205974765
1112	20-21	-0.011276699269274104
1112	22-23	0.015330828116823625
1112	24-25	0.015680041342683637
1112	26-27	0.03577557498000772
1112	28-29	0.029595376558440023
1112	30-31	0.03710701197746147
1112	32-33	-0.0362604804147324
1112	34-35	-0.0218894996810306
1112	36-37	0.07350504214485909
1112	38-39	0.01989976780717484
1112	40-41	0.03909111742390792
1112	42-43	0.027681251722917466
1112	44-45	0.10272319263945917
1112	46-47	0.05126745419174483
1112	48-49	0.07103120610745606
1112	50-51	0.07959457793523939
1112	52-53	0.11096910679479066
1112	54-55	0.09435219885270385
1112	56-57	0.06407763234899022
1112	58-59	0.04363280364980682
1112	60-61	0.01468456757633163
1112	62-63	0.11621881696554226
1112	64-65	0.07609177695472624
1112	66-67	0.0289978954451513
1112	68-69	0.09605595779959941
1112	70-71	0.12523121435170737
1112	72-73	0.09650575895634006
1112	74-75	0.1485324775861585
1112	76-77	0.1469880517247546
1112	78-79	0.20554806463463393
1112	80-81	0.19343977797151268
1112	82-83	0.23399425704912602
1112	84-85	0.19222432137321022
1112	86-87	0.20919296086788108
1112	88-89	0.31237306904529305
1112	90-91	0.35884141620535104
1112	92-93	0.28939189532732
1112	94-95	0.39873808327025273
1112	96-97	0.3558154232970807
1112	98-99	0.5471570695250065
1112	100-101	0.48937184596523053
1113	1	-0.20994238348218985
1113	2	0.05213104399402724
1113	3	-0.055527935927749184
1113	4	0.025374665299921162
1113	5	0.13654292833035697
1113	6	0.06017836777635921
1113	7	0.05288851327290445
1113	8	0.08224367528794119
1113	9	0.10484513425279829
1113	10-11	0.056260561507876616
1113	12-13	0.057854291857246665
1113	14-15	0.09788588379229424
1113	16-17	0.10049467737620432
1113	18-19	0.09103268346924409
1113	20-21	0.060507778740785056
1113	22-23	0.06450071160121951
1113	24-25	0.01765586572981448
1113	26-27	0.06231927904286749
1113	28-29	0.0851368167570925
1113	30-31	0.08839306152747639
1113	32-33	0.07686393805317238
1113	34-35	0.06346335176613849
1113	36-37	0.11163150311520553
1113	38-39	0.05380498698944791
1113	40-41	0.06757706574889255
1113	42-43	0.09444809744731941
1113	44-45	0.17051310706898448
1113	46-47	0.07249336960128261
1113	48-49	0.14266440046161222
1113	50-51	0.08302705770037733
1113	52-53	0.10118167492065311
1113	54-55	0.07787444635316376
1113	56-57	0.06972395232831019
1113	58-59	0.11094202526646768
1113	60-61	0.08144063205293861
1113	62-63	0.1911727345495322
1113	64-65	0.09813895886018997
1113	66-67	0.14138356352692227
1113	68-69	0.09315977092912675
1113	70-71	0.16741298233193191
1113	72-73	0.15159554894653837
1113	74-75	0.11754696125291275
1113	76-77	0.19072717836652942
1113	78-79	0.24301227015013893
1113	80-81	0.22565540747719126
1113	82-83	0.22838570852852058
1113	84-85	0.23251438837223048
1113	86-87	0.24751642688673314
1113	88-89	0.41210130494532393
1113	90-91	0.3722188923192036
1113	92-93	0.42481401134600816
1113	94-95	0.39721090468422204
1113	96-97	0.4611254647831302
